date,sku,competitor,price
2021-09-01,TV-IND-001,Amazon,41135.69
2021-09-01,TV-IND-001,Croma,41753.32
2021-09-01,TV-IND-001,Reliance Digital,45322.97
2021-09-01,TV-IND-001,CompeteX,38264.25
2021-10-01,TV-IND-001,Flipkart,41139.11
2021-10-01,TV-IND-001,Amazon,40211.02
2021-10-01,TV-IND-001,Croma,44201.14
2021-10-01,TV-IND-001,Reliance Digital,43495.42
2021-10-01,TV-IND-001,CompeteX,37891.67
2021-11-01,TV-IND-001,Flipkart,42686.71
2021-11-01,TV-IND-001,Amazon,42546.67
2021-11-01,TV-IND-001,Croma,46315.07
2021-11-01,TV-IND-001,Reliance Digital,45249.93
2021-11-01,TV-IND-001,CompeteX,39973.42
2021-12-01,TV-IND-001,Flipkart,42446.25
2021-12-01,TV-IND-001,Amazon,39086.0
2021-12-01,TV-IND-001,Croma,42567.75
2021-12-01,TV-IND-001,Reliance Digital,40967.95
2021-12-01,TV-IND-001,CompeteX,38599.66
2022-01-01,TV-IND-001,Flipkart,40951.7
2022-01-01,TV-IND-001,Amazon,41207.83
2022-01-01,TV-IND-001,Croma,47129.54
2022-01-01,TV-IND-001,Reliance Digital,43814.18
2022-01-01,TV-IND-001,CompeteX,39527.19
2022-02-01,TV-IND-001,Flipkart,41751.24
2022-02-01,TV-IND-001,Amazon,40530.77
2022-02-01,TV-IND-001,Croma,46991.76
2022-02-01,TV-IND-001,Reliance Digital,42349.21
2022-02-01,TV-IND-001,CompeteX,43191.93
2022-03-01,TV-IND-001,Flipkart,42942.88
2022-03-01,TV-IND-001,Amazon,40830.77
2022-03-01,TV-IND-001,Croma,42856.07
2022-03-01,TV-IND-001,Reliance Digital,46195.42
2022-03-01,TV-IND-001,CompeteX,41738.24
2022-04-01,TV-IND-001,Flipkart,42718.42
2022-04-01,TV-IND-001,Amazon,43803.02
2022-04-01,TV-IND-001,Croma,43211.78
2022-04-01,TV-IND-001,Reliance Digital,43823.07
2022-04-01,TV-IND-001,CompeteX,38670.3
2022-05-01,TV-IND-001,Flipkart,43414.54
2022-05-01,TV-IND-001,Amazon,43034.87
2022-05-01,TV-IND-001,Croma,44545.16
2022-05-01,TV-IND-001,Reliance Digital,42292.14
2022-05-01,TV-IND-001,CompeteX,39683.17
2022-06-01,TV-IND-001,Flipkart,40622.09
2022-06-01,TV-IND-001,Amazon,43586.73
2022-06-01,TV-IND-001,Croma,46137.09
2022-06-01,TV-IND-001,Reliance Digital,46567.9
2022-06-01,TV-IND-001,CompeteX,40520.16
2022-07-01,TV-IND-001,Flipkart,39554.84
2022-07-01,TV-IND-001,Amazon,43501.8
2022-07-01,TV-IND-001,Croma,46776.79
2022-07-01,TV-IND-001,Reliance Digital,44875.9
2022-07-01,TV-IND-001,CompeteX,42071.04
2022-08-01,TV-IND-001,Flipkart,41497.39
2022-08-01,TV-IND-001,Amazon,42512.81
2022-08-01,TV-IND-001,Croma,45046.85
2022-08-01,TV-IND-001,Reliance Digital,42094.16
2022-08-01,TV-IND-001,CompeteX,38628.89
2022-09-01,TV-IND-001,Flipkart,39097.16
2022-09-01,TV-IND-001,Amazon,43102.93
2022-09-01,TV-IND-001,Croma,44459.28
2022-09-01,TV-IND-001,Reliance Digital,44602.29
2022-09-01,TV-IND-001,CompeteX,42780.16
2022-10-01,TV-IND-001,Flipkart,40228.13
2022-10-01,TV-IND-001,Amazon,41929.58
2022-10-01,TV-IND-001,Croma,46749.62
2022-10-01,TV-IND-001,Reliance Digital,43149.94
2022-10-01,TV-IND-001,CompeteX,38468.42
2022-11-01,TV-IND-001,Flipkart,40438.16
2022-11-01,TV-IND-001,Amazon,40636.13
2022-11-01,TV-IND-001,Croma,47653.65
2022-11-01,TV-IND-001,Reliance Digital,46157.31
2022-11-01,TV-IND-001,CompeteX,41356.93
2022-12-01,TV-IND-001,Flipkart,43457.93
2022-12-01,TV-IND-001,Amazon,43971.22
2022-12-01,TV-IND-001,Croma,43795.92
2022-12-01,TV-IND-001,Reliance Digital,46595.65
2022-12-01,TV-IND-001,CompeteX,40868.63
2023-01-01,TV-IND-001,Flipkart,44381.67
2023-01-01,TV-IND-001,Amazon,45745.68
2023-01-01,TV-IND-001,Croma,45773.7
2023-01-01,TV-IND-001,Reliance Digital,43772.34
2023-01-01,TV-IND-001,CompeteX,40395.32
2023-02-01,TV-IND-001,Flipkart,42349.78
2023-02-01,TV-IND-001,Amazon,45328.56
2023-02-01,TV-IND-001,Croma,48673.17
2023-02-01,TV-IND-001,Reliance Digital,43221.54
2023-02-01,TV-IND-001,CompeteX,41906.22
2023-03-01,TV-IND-001,Flipkart,42297.98
2023-03-01,TV-IND-001,Amazon,42144.99
2023-03-01,TV-IND-001,Croma,44715.17
2023-03-01,TV-IND-001,Reliance Digital,44988.08
2023-03-01,TV-IND-001,CompeteX,44215.0
2023-04-01,TV-IND-001,Flipkart,41794.68
2023-04-01,TV-IND-001,Amazon,43729.99
2023-04-01,TV-IND-001,Croma,47830.61
2023-04-01,TV-IND-001,Reliance Digital,45127.05
2023-04-01,TV-IND-001,CompeteX,44369.25
2023-05-01,TV-IND-001,Flipkart,45209.78
2023-05-01,TV-IND-001,Amazon,42303.52
2023-05-01,TV-IND-001,Croma,46731.3
2023-05-01,TV-IND-001,Reliance Digital,44791.81
2023-05-01,TV-IND-001,CompeteX,40699.33
2023-06-01,TV-IND-001,Flipkart,40265.06
2023-06-01,TV-IND-001,Amazon,44214.94
2023-06-01,TV-IND-001,Croma,46760.31
2023-06-01,TV-IND-001,Reliance Digital,43459.42
2023-06-01,TV-IND-001,CompeteX,40666.24
2023-07-01,TV-IND-001,Flipkart,44920.32
2023-07-01,TV-IND-001,Amazon,42238.24
2023-07-01,TV-IND-001,Croma,44848.89
2023-07-01,TV-IND-001,Reliance Digital,45799.25
2023-07-01,TV-IND-001,CompeteX,44443.34
2023-08-01,TV-IND-001,Flipkart,41361.16
2023-08-01,TV-IND-001,Amazon,44549.22
2023-08-01,TV-IND-001,Croma,48143.68
2023-08-01,TV-IND-001,Reliance Digital,44453.95
2023-08-01,TV-IND-001,CompeteX,43068.02
2023-09-01,TV-IND-001,Flipkart,42032.84
2023-09-01,TV-IND-001,Amazon,44336.43
2023-09-01,TV-IND-001,Croma,47459.37
2023-09-01,TV-IND-001,Reliance Digital,46046.72
2023-09-01,TV-IND-001,CompeteX,39659.96
2023-10-01,TV-IND-001,Flipkart,44530.52
2023-10-01,TV-IND-001,Amazon,42672.14
2023-10-01,TV-IND-001,Croma,45071.26
2023-10-01,TV-IND-001,Reliance Digital,43402.24
2023-10-01,TV-IND-001,CompeteX,42334.39
2023-11-01,TV-IND-001,Flipkart,43687.82
2023-11-01,TV-IND-001,Amazon,41047.02
2023-11-01,TV-IND-001,Croma,46810.61
2023-11-01,TV-IND-001,Reliance Digital,44394.43
2023-11-01,TV-IND-001,CompeteX,42624.37
2023-12-01,TV-IND-001,Flipkart,40999.54
2023-12-01,TV-IND-001,Amazon,44649.67
2023-12-01,TV-IND-001,Croma,46140.89
2023-12-01,TV-IND-001,Reliance Digital,48188.79
2023-12-01,TV-IND-001,CompeteX,39912.29
2024-01-01,TV-IND-001,Flipkart,43075.68
2024-01-01,TV-IND-001,Amazon,42740.98
2024-01-01,TV-IND-001,Croma,50402.1
2024-01-01,TV-IND-001,Reliance Digital,49226.35
2024-01-01,TV-IND-001,CompeteX,41703.43
2024-02-01,TV-IND-001,Flipkart,44827.69
2024-02-01,TV-IND-001,Amazon,46607.09
2024-02-01,TV-IND-001,Croma,48372.25
2024-02-01,TV-IND-001,Reliance Digital,47316.29
2024-02-01,TV-IND-001,CompeteX,41615.04
2024-03-01,TV-IND-001,Flipkart,41713.47
2024-03-01,TV-IND-001,Amazon,47046.54
2024-03-01,TV-IND-001,Croma,50268.74
2024-03-01,TV-IND-001,Reliance Digital,47884.61
2024-03-01,TV-IND-001,CompeteX,42148.89
2024-04-01,TV-IND-001,Flipkart,43120.42
2024-04-01,TV-IND-001,Amazon,46105.71
2024-04-01,TV-IND-001,Croma,50250.56
2024-04-01,TV-IND-001,Reliance Digital,49279.9
2024-04-01,TV-IND-001,CompeteX,44570.72
2024-05-01,TV-IND-001,Flipkart,44729.07
2024-05-01,TV-IND-001,Amazon,42579.83
2024-05-01,TV-IND-001,Croma,46210.12
2024-05-01,TV-IND-001,Reliance Digital,49342.9
2024-05-01,TV-IND-001,CompeteX,43617.88
2024-06-01,TV-IND-001,Flipkart,41252.52
2024-06-01,TV-IND-001,Amazon,42675.04
2024-06-01,TV-IND-001,Croma,48967.21
2024-06-01,TV-IND-001,Reliance Digital,44434.41
2024-06-01,TV-IND-001,CompeteX,41169.82
2024-07-01,TV-IND-001,Flipkart,44216.52
2024-07-01,TV-IND-001,Amazon,45918.6
2024-07-01,TV-IND-001,Croma,48903.81
2024-07-01,TV-IND-001,Reliance Digital,45638.65
2024-07-01,TV-IND-001,CompeteX,44198.83
2024-08-01,TV-IND-001,Flipkart,42505.35
2024-08-01,TV-IND-001,Amazon,43905.22
2024-08-01,TV-IND-001,Croma,49423.13
2024-08-01,TV-IND-001,Reliance Digital,47975.42
2024-08-01,TV-IND-001,CompeteX,44951.69
2024-09-01,TV-IND-001,Flipkart,44814.66
2024-09-01,TV-IND-001,Amazon,45239.66
2024-09-01,TV-IND-001,Croma,45836.81
2024-09-01,TV-IND-001,Reliance Digital,46426.68
2024-09-01,TV-IND-001,CompeteX,41743.32
2024-10-01,TV-IND-001,Flipkart,42542.38
2024-10-01,TV-IND-001,Amazon,47462.93
2024-10-01,TV-IND-001,Croma,47481.72
2024-10-01,TV-IND-001,Reliance Digital,49307.15
2024-10-01,TV-IND-001,CompeteX,43753.62
2024-11-01,TV-IND-001,Flipkart,45568.38
2024-11-01,TV-IND-001,Amazon,44878.89
2024-11-01,TV-IND-001,Croma,48491.48
2024-11-01,TV-IND-001,Reliance Digital,47112.3
2024-11-01,TV-IND-001,CompeteX,41358.99
2024-12-01,TV-IND-001,Flipkart,45170.86
2024-12-01,TV-IND-001,Amazon,43660.05
2024-12-01,TV-IND-001,Croma,45455.78
2024-12-01,TV-IND-001,Reliance Digital,47952.57
2024-12-01,TV-IND-001,CompeteX,41259.38
2021-01-01,MB-IND-002,Flipkart,89360.08
2021-01-01,MB-IND-002,Amazon,91259.96
2021-01-01,MB-IND-002,Croma,97142.29
2021-01-01,MB-IND-002,Reliance Digital,90514.41
2021-01-01,MB-IND-002,CompeteX,79347.56
2021-02-01,MB-IND-002,Flipkart,89252.04
2021-02-01,MB-IND-002,Amazon,86580.84
2021-02-01,MB-IND-002,Croma,97603.23
2021-02-01,MB-IND-002,Reliance Digital,95796.22
2021-02-01,MB-IND-002,CompeteX,86801.78
2021-03-01,MB-IND-002,Flipkart,83610.6
2021-03-01,MB-IND-002,Amazon,86197.37
2021-03-01,MB-IND-002,Croma,96575.12
2021-03-01,MB-IND-002,Reliance Digital,90040.61
2021-03-01,MB-IND-002,CompeteX,80718.49
2021-04-01,MB-IND-002,Flipkart,85945.53
2021-04-01,MB-IND-002,Amazon,91101.78
2021-04-01,MB-IND-002,Croma,95194.67
2021-04-01,MB-IND-002,Reliance Digital,92293.54
2021-04-01,MB-IND-002,CompeteX,80074.87
2021-05-01,MB-IND-002,Flipkart,86463.56
2021-05-01,MB-IND-002,Amazon,91581.48
2021-05-01,MB-IND-002,Croma,90246.75
2021-05-01,MB-IND-002,Reliance Digital,91833.13
2021-05-01,MB-IND-002,CompeteX,87018.62
2021-06-01,MB-IND-002,Flipkart,87582.84
2021-06-01,MB-IND-002,Amazon,88973.44
2021-06-01,MB-IND-002,Croma,95252.11
2021-06-01,MB-IND-002,Reliance Digital,90419.47
2021-06-01,MB-IND-002,CompeteX,81822.97
2021-07-01,MB-IND-002,Flipkart,88193.31
2021-07-01,MB-IND-002,Amazon,89980.01
2021-07-01,MB-IND-002,Croma,96716.94
2021-07-01,MB-IND-002,Reliance Digital,95347.84
2021-07-01,MB-IND-002,CompeteX,83760.95
2021-08-01,MB-IND-002,Flipkart,85453.5
2021-08-01,MB-IND-002,Amazon,89874.83
2021-08-01,MB-IND-002,Croma,94784.68
2021-08-01,MB-IND-002,Reliance Digital,93467.51
2021-08-01,MB-IND-002,CompeteX,86292.55
2021-09-01,MB-IND-002,Flipkart,88911.05
2021-09-01,MB-IND-002,Amazon,85778.16
2021-09-01,MB-IND-002,Croma,92342.69
2021-09-01,MB-IND-002,Reliance Digital,88056.44
2021-09-01,MB-IND-002,CompeteX,84356.69
2021-10-01,MB-IND-002,Flipkart,81309.89
2021-10-01,MB-IND-002,Amazon,86913.82
2021-10-01,MB-IND-002,Croma,93829.54
2021-10-01,MB-IND-002,Reliance Digital,89770.22
2021-10-01,MB-IND-002,CompeteX,84468.42
2021-11-01,MB-IND-002,Flipkart,81261.45
2021-11-01,MB-IND-002,Amazon,83102.4
2021-11-01,MB-IND-002,Croma,96321.14
2021-11-01,MB-IND-002,Reliance Digital,90425.7
2021-11-01,MB-IND-002,CompeteX,80340.84
2021-12-01,MB-IND-002,Flipkart,85637.97
2021-12-01,MB-IND-002,Amazon,89622.94
2021-12-01,MB-IND-002,Croma,90920.81
2021-12-01,MB-IND-002,Reliance Digital,92763.73
2021-12-01,MB-IND-002,CompeteX,79969.59
2022-01-01,MB-IND-002,Flipkart,83893.47
2022-01-01,MB-IND-002,Amazon,90124.03
2022-01-01,MB-IND-002,Croma,96626.0
2022-01-01,MB-IND-002,Reliance Digital,95679.92
2022-01-01,MB-IND-002,CompeteX,88242.38
2022-02-01,MB-IND-002,Flipkart,92365.34
2022-02-01,MB-IND-002,Amazon,89986.03
2022-02-01,MB-IND-002,Croma,94630.54
2022-02-01,MB-IND-002,Reliance Digital,97126.07
2022-02-01,MB-IND-002,CompeteX,84069.02
2022-03-01,MB-IND-002,Flipkart,87443.75
2022-03-01,MB-IND-002,Amazon,85972.31
2022-03-01,MB-IND-002,Croma,91902.39
2022-03-01,MB-IND-002,Reliance Digital,98661.2
2022-03-01,MB-IND-002,CompeteX,89249.73
2022-04-01,MB-IND-002,Flipkart,89799.7
2022-04-01,MB-IND-002,Amazon,89001.97
2022-04-01,MB-IND-002,Croma,93258.59
2022-04-01,MB-IND-002,Reliance Digital,91270.66
2022-04-01,MB-IND-002,CompeteX,83880.28
2022-05-01,MB-IND-002,Flipkart,88454.46
2022-05-01,MB-IND-002,Amazon,91803.8
2022-05-01,MB-IND-002,Croma,97722.03
2022-05-01,MB-IND-002,Reliance Digital,92402.75
2022-05-01,MB-IND-002,CompeteX,90339.55
2022-06-01,MB-IND-002,Flipkart,90184.0
2022-06-01,MB-IND-002,Amazon,90334.86
2022-06-01,MB-IND-002,Croma,97277.64
2022-06-01,MB-IND-002,Reliance Digital,93683.07
2022-06-01,MB-IND-002,CompeteX,83857.25
2022-07-01,MB-IND-002,Flipkart,86682.9
2022-07-01,MB-IND-002,Amazon,92200.28
2022-07-01,MB-IND-002,Croma,91801.95
2022-07-01,MB-IND-002,Reliance Digital,90900.64
2022-07-01,MB-IND-002,CompeteX,82008.01
2022-08-01,MB-IND-002,Flipkart,83793.06
2022-08-01,MB-IND-002,Amazon,93095.11
2022-08-01,MB-IND-002,Croma,98120.43
2022-08-01,MB-IND-002,Reliance Digital,94183.35
2022-08-01,MB-IND-002,CompeteX,82483.15
2022-09-01,MB-IND-002,Flipkart,87926.34
2022-09-01,MB-IND-002,Amazon,89593.42
2022-09-01,MB-IND-002,Croma,93257.74
2022-09-01,MB-IND-002,Reliance Digital,93813.72
2022-09-01,MB-IND-002,CompeteX,85239.39
2022-10-01,MB-IND-002,Flipkart,89065.2
2022-10-01,MB-IND-002,Amazon,91075.0
2022-10-01,MB-IND-002,Croma,92085.3
2022-10-01,MB-IND-002,Reliance Digital,93270.67
2022-10-01,MB-IND-002,CompeteX,87323.56
2022-11-01,MB-IND-002,Flipkart,88031.95
2022-11-01,MB-IND-002,Amazon,93104.54
2022-11-01,MB-IND-002,Croma,97708.24
2022-11-01,MB-IND-002,Reliance Digital,91330.22
2022-11-01,MB-IND-002,CompeteX,82233.2
2022-12-01,MB-IND-002,Flipkart,89308.76
2022-12-01,MB-IND-002,Amazon,85496.13
2022-12-01,MB-IND-002,Croma,97039.8
2022-12-01,MB-IND-002,Reliance Digital,98455.69
2022-12-01,MB-IND-002,CompeteX,86861.67
2023-01-01,MB-IND-002,Flipkart,89511.4
2023-01-01,MB-IND-002,Amazon,93804.98
2023-01-01,MB-IND-002,Croma,98663.16
2023-01-01,MB-IND-002,Reliance Digital,97600.55
2023-01-01,MB-IND-002,CompeteX,92844.38
2023-02-01,MB-IND-002,Flipkart,89491.89
2023-02-01,MB-IND-002,Amazon,96804.07
2023-02-01,MB-IND-002,Croma,102881.08
2023-02-01,MB-IND-002,Reliance Digital,94300.29
2023-02-01,MB-IND-002,CompeteX,84616.95
2023-03-01,MB-IND-002,Flipkart,86800.14
2023-03-01,MB-IND-002,Amazon,87908.1
2023-03-01,MB-IND-002,Croma,95230.97
2023-03-01,MB-IND-002,Reliance Digital,98896.69
2023-03-01,MB-IND-002,CompeteX,84634.19
2023-04-01,MB-IND-002,Flipkart,88858.62
2023-04-01,MB-IND-002,Amazon,95706.75
2023-04-01,MB-IND-002,Croma,94559.55
2023-04-01,MB-IND-002,Reliance Digital,100136.9
2023-04-01,MB-IND-002,CompeteX,86621.62
2023-05-01,MB-IND-002,Flipkart,86964.17
2023-05-01,MB-IND-002,Amazon,94309.22
2023-05-01,MB-IND-002,Croma,100273.45
2023-05-01,MB-IND-002,Reliance Digital,100731.27
2023-05-01,MB-IND-002,CompeteX,90897.26
2023-06-01,MB-IND-002,Flipkart,93429.44
2023-06-01,MB-IND-002,Amazon,90396.91
2023-06-01,MB-IND-002,Croma,96013.96
2023-06-01,MB-IND-002,Reliance Digital,99534.5
2023-06-01,MB-IND-002,CompeteX,91574.28
2023-07-01,MB-IND-002,Flipkart,95193.83
2023-07-01,MB-IND-002,Amazon,91628.84
2023-07-01,MB-IND-002,Croma,97849.62
2023-07-01,MB-IND-002,Reliance Digital,99777.88
2023-07-01,MB-IND-002,CompeteX,87177.74
2023-08-01,MB-IND-002,Flipkart,94630.16
2023-08-01,MB-IND-002,Amazon,95834.47
2023-08-01,MB-IND-002,Croma,98387.13
2023-08-01,MB-IND-002,Reliance Digital,99536.92
2023-08-01,MB-IND-002,CompeteX,91080.96
2023-09-01,MB-IND-002,Flipkart,86822.27
2023-09-01,MB-IND-002,Amazon,96250.88
2023-09-01,MB-IND-002,Croma,99106.55
2023-09-01,MB-IND-002,Reliance Digital,100250.0
2023-09-01,MB-IND-002,CompeteX,86981.95
2023-10-01,MB-IND-002,Flipkart,94297.77
2023-10-01,MB-IND-002,Amazon,91407.93
2023-10-01,MB-IND-002,Croma,94442.24
2023-10-01,MB-IND-002,Reliance Digital,100994.57
2023-10-01,MB-IND-002,CompeteX,84823.8
2023-11-01,MB-IND-002,Flipkart,88861.8
2023-11-01,MB-IND-002,Amazon,96699.08
2023-11-01,MB-IND-002,Croma,103308.03
2023-11-01,MB-IND-002,Reliance Digital,97863.01
2023-11-01,MB-IND-002,CompeteX,89923.35
2023-12-01,MB-IND-002,Flipkart,90080.04
2023-12-01,MB-IND-002,Amazon,90502.35
2023-12-01,MB-IND-002,Croma,97440.62
2023-12-01,MB-IND-002,Reliance Digital,98797.74
2023-12-01,MB-IND-002,CompeteX,91060.5
2024-01-01,MB-IND-002,Flipkart,95958.21
2024-01-01,MB-IND-002,Amazon,97879.39
2024-01-01,MB-IND-002,Croma,97894.79
2024-01-01,MB-IND-002,Reliance Digital,99866.17
2024-01-01,MB-IND-002,CompeteX,86897.28
2024-02-01,MB-IND-002,Flipkart,93610.08
2024-02-01,MB-IND-002,Amazon,94502.59
2024-02-01,MB-IND-002,Croma,105621.62
2024-02-01,MB-IND-002,Reliance Digital,98474.03
2024-02-01,MB-IND-002,CompeteX,87474.57
2024-03-01,MB-IND-002,Flipkart,89666.26
2024-03-01,MB-IND-002,Amazon,97606.71
2024-03-01,MB-IND-002,Croma,103007.33
2024-03-01,MB-IND-002,Reliance Digital,96050.79
2024-03-01,MB-IND-002,CompeteX,87154.82
2024-04-01,MB-IND-002,Flipkart,95079.2
2024-04-01,MB-IND-002,Amazon,90925.17
2024-04-01,MB-IND-002,Croma,104982.86
2024-04-01,MB-IND-002,Reliance Digital,101921.06
2024-04-01,MB-IND-002,CompeteX,87128.06
2024-05-01,MB-IND-002,Flipkart,89102.11
2024-05-01,MB-IND-002,Amazon,99790.69
2024-05-01,MB-IND-002,Croma,100640.8
2024-05-01,MB-IND-002,Reliance Digital,98665.4
2024-05-01,MB-IND-002,CompeteX,94223.87
2024-06-01,MB-IND-002,Flipkart,97468.36
2024-06-01,MB-IND-002,Amazon,99784.5
2024-06-01,MB-IND-002,Croma,104318.52
2024-06-01,MB-IND-002,Reliance Digital,98719.89
2024-06-01,MB-IND-002,CompeteX,87148.94
2024-07-01,MB-IND-002,Flipkart,95818.2
2024-07-01,MB-IND-002,Amazon,95636.38
2024-07-01,MB-IND-002,Croma,101125.38
2024-07-01,MB-IND-002,Reliance Digital,103862.34
2024-07-01,MB-IND-002,CompeteX,87417.63
2024-08-01,MB-IND-002,Flipkart,93058.06
2024-08-01,MB-IND-002,Amazon,90329.44
2024-08-01,MB-IND-002,Croma,101556.48
2024-08-01,MB-IND-002,Reliance Digital,95616.0
2024-08-01,MB-IND-002,CompeteX,87491.55
2024-09-01,MB-IND-002,Flipkart,89419.22
2024-09-01,MB-IND-002,Amazon,96517.29
2024-09-01,MB-IND-002,Croma,104247.38
2024-09-01,MB-IND-002,Reliance Digital,100729.06
2024-09-01,MB-IND-002,CompeteX,95672.94
2024-10-01,MB-IND-002,Flipkart,91915.72
2024-10-01,MB-IND-002,Amazon,92990.99
2024-10-01,MB-IND-002,Croma,105436.28
2024-10-01,MB-IND-002,Reliance Digital,97238.9
2024-10-01,MB-IND-002,CompeteX,95683.12
2024-11-01,MB-IND-002,Flipkart,88397.01
2024-11-01,MB-IND-002,Amazon,99628.09
2024-11-01,MB-IND-002,Croma,97428.69
2024-11-01,MB-IND-002,Reliance Digital,103714.78
2024-11-01,MB-IND-002,CompeteX,91458.13
2024-12-01,MB-IND-002,Flipkart,97911.85
2024-12-01,MB-IND-002,Amazon,90935.2
2024-12-01,MB-IND-002,Croma,102382.94
2024-12-01,MB-IND-002,Reliance Digital,104473.0
2024-12-01,MB-IND-002,CompeteX,91413.47
2021-01-01,LP-IND-003,Flipkart,66335.89
2021-01-01,LP-IND-003,Amazon,68237.31
2021-01-01,LP-IND-003,Croma,71029.06
2021-01-01,LP-IND-003,Reliance Digital,71080.87
2021-01-01,LP-IND-003,CompeteX,64608.0
2021-02-01,LP-IND-003,Flipkart,68553.45
2021-02-01,LP-IND-003,Amazon,62930.84
2021-02-01,LP-IND-003,Croma,69612.66
2021-02-01,LP-IND-003,Reliance Digital,73715.36
2021-02-01,LP-IND-003,CompeteX,67104.55
2021-03-01,LP-IND-003,Flipkart,64918.16
2021-03-01,LP-IND-003,Amazon,67620.28
2021-03-01,LP-IND-003,Croma,69583.43
2021-03-01,LP-IND-003,Reliance Digital,67495.07
2021-03-01,LP-IND-003,CompeteX,63623.78
2021-04-01,LP-IND-003,Flipkart,64083.35
2021-04-01,LP-IND-003,Amazon,67322.63
2021-04-01,LP-IND-003,Croma,67954.31
2021-04-01,LP-IND-003,Reliance Digital,73911.06
2021-04-01,LP-IND-003,CompeteX,67887.48
2021-05-01,LP-IND-003,Flipkart,66897.0
2021-05-01,LP-IND-003,Amazon,66934.55
2021-05-01,LP-IND-003,Croma,69845.75
2021-05-01,LP-IND-003,Reliance Digital,72600.57
2021-05-01,LP-IND-003,CompeteX,65427.41
2021-06-01,LP-IND-003,Flipkart,62526.95
2021-06-01,LP-IND-003,Amazon,69993.17
2021-06-01,LP-IND-003,Croma,74031.9
2021-06-01,LP-IND-003,Reliance Digital,73710.37
2021-06-01,LP-IND-003,CompeteX,65761.87
2021-07-01,LP-IND-003,Flipkart,66205.47
2021-07-01,LP-IND-003,Amazon,65972.86
2021-07-01,LP-IND-003,Croma,74931.06
2021-07-01,LP-IND-003,Reliance Digital,73027.08
2021-07-01,LP-IND-003,CompeteX,60208.98
2021-08-01,LP-IND-003,Flipkart,61415.15
2021-08-01,LP-IND-003,Amazon,65631.94
2021-08-01,LP-IND-003,Croma,73934.12
2021-08-01,LP-IND-003,Reliance Digital,74016.17
2021-08-01,LP-IND-003,CompeteX,61067.4
2021-09-01,LP-IND-003,Flipkart,66048.11
2021-09-01,LP-IND-003,Amazon,65668.07
2021-09-01,LP-IND-003,Croma,75234.5
2021-09-01,LP-IND-003,Reliance Digital,72831.69
2021-09-01,LP-IND-003,CompeteX,66680.76
2021-10-01,LP-IND-003,Flipkart,65024.54
2021-10-01,LP-IND-003,Amazon,65944.93
2021-10-01,LP-IND-003,Croma,69551.0
2021-10-01,LP-IND-003,Reliance Digital,66420.02
2021-10-01,LP-IND-003,CompeteX,66896.13
2021-11-01,LP-IND-003,Flipkart,67833.27
2021-11-01,LP-IND-003,Amazon,70717.7
2021-11-01,LP-IND-003,Croma,75452.56
2021-11-01,LP-IND-003,Reliance Digital,70492.32
2021-11-01,LP-IND-003,CompeteX,66114.94
2021-12-01,LP-IND-003,Flipkart,68909.29
2021-12-01,LP-IND-003,Amazon,69493.12
2021-12-01,LP-IND-003,Croma,69338.36
2021-12-01,LP-IND-003,Reliance Digital,69636.44
2021-12-01,LP-IND-003,CompeteX,60893.94
2022-01-01,LP-IND-003,Flipkart,71054.61
