review_idx,aspect_term,aspect_category,opinion_words,polarity,negated,method
29,general,general,,-0.06666666666666665,False,fallback
30,fast,performance,,0.5,False,keyword
30,delivery,delivery,,0.5,False,keyword
31,general,general,,-0.30000000000000004,False,fallback
32,ui,software,,0.35714285714285715,False,keyword
33,battery,battery,,0.125,False,keyword
33,fast,performance,,0.15,False,keyword
33,app,software,,-0.4625,False,keyword
34,camera,camera,,1.0,False,keyword
34,quality,build_quality,,0.0,False,keyword
34,price,price_value,,1.0,False,keyword
34,app,software,,1.0,False,keyword
34,hot,cooling,,0.0,False,keyword
35,fan,cooling,,-0.04999999999999999,False,keyword
36,performance,performance,,0.6666666666666666,False,keyword
36,anc,sound,,0.6666666666666666,False,keyword
36,build,build_quality,,0.6458333333333333,False,keyword
36,ui,software,,0.6458333333333333,False,keyword
37,camera,camera,,0.0,False,keyword
37,value,price_value,,0.0,False,keyword
38,fast,performance,,0.5,False,keyword
38,delivery,delivery,,0.5,False,keyword
39,overheat,cooling,,0.075,False,keyword
40,general,general,,-1.0,False,fallback
41,value,price_value,,0.9,False,keyword
42,delivery,delivery,,0.0,False,keyword
43,ui,software,,0.35714285714285715,False,keyword
44,ui,software,,0.08,False,keyword
45,processor,performance,,0.0,False,keyword
46,camera,camera,,0.5,False,keyword
46,quality,build_quality,,0.75,False,keyword
46,hot,cooling,,0.4,False,keyword
47,app,software,,0.1,False,keyword
48,camera,camera,,0.0,False,keyword
48,value,price_value,,0.0,False,keyword
49,performance,performance,,0.6,False,keyword
49,anc,sound,,1.0,False,keyword
49,cooling,cooling,,1.0,False,keyword
50,value,price_value,,0.9,False,keyword
51,camera,camera,,0.5,False,keyword
51,quality,build_quality,,0.75,False,keyword
51,hot,cooling,,0.4,False,keyword
52,fast,performance,,0.5,False,keyword
52,delivery,delivery,,0.5,False,keyword
53,lightweight,design,,1.0,False,keyword
54,battery,battery,,0.0,False,keyword
54,fast,performance,,0.0,False,keyword
55,software,software,,0.7,False,keyword
56,os,software,,0.0,False,keyword
57,performance,performance,,0.6666666666666666,False,keyword
57,anc,sound,,0.6666666666666666,False,keyword
57,build,build_quality,,0.6458333333333333,False,keyword
57,ui,software,,0.6458333333333333,False,keyword
58,picture,camera,,0.0,False,keyword
58,quality,build_quality,,0.21428571428571427,False,keyword
58,interface,software,,-0.0928571428571429,False,keyword
59,sound,sound,,0.4,False,keyword
59,quality,build_quality,,0.4,False,keyword
60,general,general,,-0.5,False,fallback
61,noise cancellation,sound,,1.0,False,keyword
62,battery,battery,,0.0,False,keyword
62,fast,performance,,0.0,False,keyword
63,noise cancellation,sound,,1.0,False,keyword
64,fan,cooling,,-0.04999999999999999,False,keyword
65,noise cancellation,sound,,1.0,False,keyword
66,service,service,,0.6000000000000001,False,keyword
67,screen,display,,0.09999999999999999,False,keyword
68,general,general,,-0.06666666666666665,False,fallback
69,general,general,,0.0,False,fallback
70,durability,build_quality,,1.0,False,keyword
71,general,general,,-0.06666666666666665,False,fallback
72,price,price_value,,0.25,False,keyword
73,display,display,,0.5,False,keyword
73,speaker,sound,,-1.0,False,keyword
73,quality,build_quality,,-1.0,False,keyword
73,overheat,cooling,,-1.0,False,keyword
73,design,design,,0.5,False,keyword
74,noise cancellation,sound,,1.0,False,keyword
75,general,general,,-0.4000000000000001,False,fallback
76,service,service,,0.0,False,keyword
77,build,build_quality,,0.4,False,keyword
77,price,price_value,,0.3,False,keyword
77,ui,software,,0.4,False,keyword
78,software,software,,0.1,False,keyword
79,price,price_value,,0.25,False,keyword
80,performance,performance,,0.27499999999999997,False,keyword
80,anc,sound,,0.27499999999999997,False,keyword
81,general,general,,-0.5,False,fallback
82,service,service,,0.6000000000000001,False,keyword
83,value,price_value,,0.9,False,keyword
84,value,price_value,,0.9,False,keyword
85,general,general,,-0.5,False,fallback
86,lag,performance,,0.0,False,keyword
87,lag,performance,,0.0,False,keyword
88,lag,performance,,0.0,False,keyword
89,sound,sound,,0.4,False,keyword
89,quality,build_quality,,0.4,False,keyword
90,camera,camera,,1.0,False,keyword
90,quality,build_quality,,0.0,False,keyword
90,price,price_value,,1.0,False,keyword
90,app,software,,1.0,False,keyword
90,hot,cooling,,0.0,False,keyword
91,display,display,,-0.2,False,keyword
92,camera,camera,,0.5,False,keyword
92,quality,build_quality,,0.75,False,keyword
92,hot,cooling,,0.4,False,keyword
93,general,general,,-0.4000000000000001,False,fallback
94,fast,performance,,0.5,False,keyword
94,delivery,delivery,,0.5,False,keyword
95,ui,software,,0.0,False,keyword
96,build,build_quality,,0.4,False,keyword
96,price,price_value,,0.3,False,keyword
96,ui,software,,0.4,False,keyword
97,ui,software,,0.35714285714285715,False,keyword
98,battery,battery,,0.125,False,keyword
98,fast,performance,,0.15,False,keyword
98,app,software,,-0.4625,False,keyword
99,power,battery,,0.20833333333333334,False,keyword
100,camera,camera,,1.0,False,keyword
100,quality,build_quality,,0.0,False,keyword
100,price,price_value,,1.0,False,keyword
100,app,software,,1.0,False,keyword
100,hot,cooling,,0.0,False,keyword
101,lag,performance,,0.0,False,keyword
102,ui,software,,0.35714285714285715,False,keyword
103,build,build_quality,,0.0,False,keyword
103,service,service,,0.5,False,keyword
103,ui,software,,0.0,False,keyword
104,display,display,,0.4333333333333333,False,keyword
105,build,build_quality,,0.0,False,keyword
105,service,service,,0.5,False,keyword
105,ui,software,,0.0,False,keyword
106,noise cancellation,sound,,1.0,False,keyword
107,build,build_quality,,0.4,False,keyword
107,price,price_value,,0.3,False,keyword
107,ui,software,,0.4,False,keyword
108,display,display,,0.4333333333333333,False,keyword
109,lens,camera,,0.0,False,keyword
110,general,general,,-0.06666666666666665,False,fallback
111,app,software,,0.1,False,keyword
112,value,price_value,,0.9,False,keyword
113,screen,display,,0.09999999999999999,False,keyword
114,lens,camera,,0.0,False,keyword
115,lens,camera,,0.0,False,keyword
116,general,general,,0.0,False,fallback
117,build,build_quality,,0.0,False,keyword
117,price,price_value,,0.0,False,keyword
117,ui,software,,0.0,False,keyword
118,camera,camera,,0.0,False,keyword
118,value,price_value,,0.0,False,keyword
119,sound,sound,,0.3833333333333333,False,keyword
119,quality,build_quality,,0.3833333333333333,False,keyword
119,worth,price_value,,0.09999999999999999,False,keyword
120,service,service,,0.6000000000000001,False,keyword
121,durability,build_quality,,1.0,False,keyword
122,build,build_quality,,0.4,False,keyword
122,price,price_value,,0.3,False,keyword
122,ui,software,,0.4,False,keyword
123,ui,software,,0.35714285714285715,False,keyword
124,camera,camera,,0.5,False,keyword
124,quality,build_quality,,0.75,False,keyword
124,hot,cooling,,0.4,False,keyword
125,general,general,,0.2857142857142857,False,fallback
126,general,general,,0.0,False,fallback
127,ui,software,,0.22499999999999998,False,keyword
127,cooling,cooling,,0.9,False,keyword
128,ui,software,,0.08,False,keyword
129,quality,build_quality,,-0.15,False,keyword
129,packaging,delivery,,0.7,False,keyword
130,delivery,delivery,,0.0,False,keyword
131,general,general,,0.2857142857142857,False,fallback
132,fast,performance,,0.5,False,keyword
132,delivery,delivery,,0.5,False,keyword
133,general,general,,-0.30000000000000004,False,fallback
134,camera,camera,,1.0,False,keyword
134,quality,build_quality,,0.0,False,keyword
134,price,price_value,,1.0,False,keyword
134,app,software,,1.0,False,keyword
134,hot,cooling,,0.0,False,keyword
135,software,software,,0.7,False,keyword
136,general,general,,0.0,False,fallback
137,design,design,,0.5,False,keyword
138,build,build_quality,,0.0,False,keyword
138,price,price_value,,0.0,False,keyword
138,ui,software,,0.0,False,keyword
139,build,build_quality,,0.0,False,keyword
139,price,price_value,,0.0,False,keyword
139,ui,software,,0.0,False,keyword
140,lightweight,design,,1.0,False,keyword
141,general,general,,0.2857142857142857,False,fallback
142,general,general,,0.2857142857142857,False,fallback
143,general,general,,0.0,False,fallback
144,lens,camera,,0.0,False,keyword
145,sound,sound,,0.4,False,keyword
145,quality,build_quality,,0.4,False,keyword
146,sound,sound,,0.5499999999999999,False,keyword
146,quality,build_quality,,0.5499999999999999,False,keyword
146,price,price_value,,0.2,False,keyword
147,service,service,,0.6000000000000001,False,keyword
148,display,display,,-0.2,False,keyword
149,display,display,,0.5,False,keyword
149,speaker,sound,,-1.0,False,keyword
149,quality,build_quality,,-1.0,False,keyword
149,overheat,cooling,,-1.0,False,keyword
149,design,design,,0.5,False,keyword
150,durability,build_quality,,1.0,False,keyword
151,lightweight,design,,1.0,False,keyword
152,general,general,,0.0,False,fallback
153,price,price_value,,0.25,False,keyword
154,durability,build_quality,,1.0,False,keyword
155,ui,software,,0.08,False,keyword
156,lightweight,design,,1.0,False,keyword
157,warranty,service,,0.3571428571428571,False,keyword
158,fast,performance,,0.5,False,keyword
158,delivery,delivery,,0.5,False,keyword
159,battery,battery,,0.6666666666666667,False,keyword
160,sound,sound,,0.3833333333333333,False,keyword
160,quality,build_quality,,0.3833333333333333,False,keyword
160,worth,price_value,,0.09999999999999999,False,keyword
161,general,general,,-0.06666666666666665,False,fallback
162,processor,performance,,0.0,False,keyword
163,performance,performance,,0.27499999999999997,False,keyword
163,anc,sound,,0.27499999999999997,False,keyword
164,service,service,,0.6000000000000001,False,keyword
165,software,software,,0.7,False,keyword
166,design,design,,0.5,False,keyword
167,value,price_value,,0.9,False,keyword
168,value,price_value,,0.9,False,keyword
169,overheat,cooling,,0.075,False,keyword
170,camera,camera,,0.0,False,keyword
170,value,price_value,,0.0,False,keyword
171,build,build_quality,,0.0,False,keyword
171,price,price_value,,0.0,False,keyword
171,ui,software,,0.0,False,keyword
172,noise cancellation,sound,,1.0,False,keyword
173,sound,sound,,0.4,False,keyword
173,quality,build_quality,,0.4,False,keyword
174,quality,build_quality,,-0.4,False,keyword
175,software,software,,0.1,False,keyword
176,general,general,,-0.4000000000000001,False,fallback
177,quality,build_quality,,0.63,False,keyword
178,app,software,,0.1,False,keyword
179,value,price_value,,0.9,False,keyword
180,performance,performance,,0.6666666666666666,False,keyword
180,anc,sound,,0.6666666666666666,False,keyword
180,build,build_quality,,0.6458333333333333,False,keyword
180,ui,software,,0.6458333333333333,False,keyword
181,fast,performance,,0.5,False,keyword
181,delivery,delivery,,0.5,False,keyword
182,general,general,,-0.06666666666666665,False,fallback
183,display,display,,-0.2,False,keyword
184,lens,camera,,0.0,False,keyword
185,ui,software,,0.35714285714285715,False,keyword
186,value,price_value,,0.9,False,keyword
187,build,build_quality,,0.0,False,keyword
187,price,price_value,,0.0,False,keyword
187,ui,software,,0.0,False,keyword
188,lag,performance,,0.0,False,keyword
189,performance,performance,,0.27499999999999997,False,keyword
189,anc,sound,,0.27499999999999997,False,keyword
190,lens,camera,,0.0,False,keyword
191,os,software,,0.0,False,keyword
192,quality,build_quality,,-0.15,False,keyword
192,packaging,delivery,,0.7,False,keyword
193,camera,camera,,1.0,False,keyword
193,quality,build_quality,,0.0,False,keyword
193,price,price_value,,1.0,False,keyword
193,app,software,,1.0,False,keyword
193,hot,cooling,,0.0,False,keyword
194,sound,sound,,0.4,False,keyword
194,quality,build_quality,,0.4,False,keyword
195,general,general,,-0.30000000000000004,False,fallback
196,price,price_value,,0.25,False,keyword
197,service,service,,0.0,False,keyword
198,os,software,,0.0,False,keyword
199,build,build_quality,,0.0,False,keyword
199,price,price_value,,0.0,False,keyword
199,ui,software,,0.0,False,keyword
200,sound,sound,,0.3833333333333333,False,keyword
200,quality,build_quality,,0.3833333333333333,False,keyword
200,worth,price_value,,0.09999999999999999,False,keyword
201,price,price_value,,0.25,False,keyword
202,app,software,,0.1,False,keyword
203,screen,display,,0.09999999999999999,False,keyword
204,service,service,,0.6000000000000001,False,keyword
205,general,general,,-0.5,False,fallback
206,lag,performance,,0.0,False,keyword
207,price,price_value,,0.25,False,keyword
208,lens,camera,,0.0,False,keyword
209,service,service,,0.6000000000000001,False,keyword
210,ui,software,,0.08,False,keyword
211,general,general,,-0.4000000000000001,False,fallback
212,sound,sound,,0.3833333333333333,False,keyword
212,quality,build_quality,,0.3833333333333333,False,keyword
212,worth,price_value,,0.09999999999999999,False,keyword
213,quality,build_quality,,-0.15,False,keyword
213,packaging,delivery,,0.7,False,keyword
214,price,price_value,,0.25,False,keyword
215,general,general,,-1.0,False,fallback
216,display,display,,0.4333333333333333,False,keyword
217,screen,display,,0.09999999999999999,False,keyword
218,overheat,cooling,,0.075,False,keyword
219,software,software,,0.7,False,keyword
220,general,general,,-1.0,False,fallback
221,sound,sound,,0.4,False,keyword
221,quality,build_quality,,0.4,False,keyword
222,camera,camera,,1.0,False,keyword
222,quality,build_quality,,0.0,False,keyword
222,price,price_value,,1.0,False,keyword
222,app,software,,1.0,False,keyword
222,hot,cooling,,0.0,False,keyword
223,software,software,,0.7,False,keyword
224,general,general,,0.0,False,fallback
225,design,design,,0.5,False,keyword
226,general,general,,-0.06666666666666665,False,fallback
227,service,service,,0.6000000000000001,False,keyword
228,durability,build_quality,,1.0,False,keyword
229,general,general,,0.0,False,fallback
230,power,battery,,0.20833333333333334,False,keyword
231,overheat,cooling,,0.075,False,keyword
232,display,display,,0.4333333333333333,False,keyword
233,general,general,,0.2857142857142857,False,fallback
234,overheat,cooling,,0.075,False,keyword
235,lightweight,design,,1.0,False,keyword
236,camera,camera,,0.0,False,keyword
236,value,price_value,,0.0,False,keyword
237,ui,software,,0.0,False,keyword
238,display,display,,0.4333333333333333,False,keyword
239,ui,software,,0.22499999999999998,False,keyword
239,cooling,cooling,,0.9,False,keyword
240,charging,battery,,-0.30000000000000004,False,keyword
240,speed,performance,,-0.30000000000000004,False,keyword
240,build,build_quality,,0.0,False,keyword
240,app,software,,-0.30000000000000004,False,keyword
240,lightweight,design,,0.0,False,keyword
241,app,software,,0.1,False,keyword
242,build,build_quality,,0.0,False,keyword
242,price,price_value,,0.0,False,keyword
242,ui,software,,0.0,False,keyword
243,durability,build_quality,,1.0,False,keyword
244,service,service,,0.0,False,keyword
245,power,battery,,0.20833333333333334,False,keyword
246,fan,cooling,,-0.04999999999999999,False,keyword
247,lag,performance,,0.0,False,keyword
248,performance,performance,,0.27499999999999997,False,keyword
248,anc,sound,,0.27499999999999997,False,keyword
249,general,general,,0.0,False,fallback
250,ui,software,,0.35714285714285715,False,keyword
251,battery,battery,,0.0,False,keyword
251,fast,performance,,0.0,False,keyword
252,noise cancellation,sound,,1.0,False,keyword
253,screen,display,,0.09999999999999999,False,keyword
254,lens,camera,,0.0,False,keyword
255,battery,battery,,0.6666666666666667,False,keyword
256,app,software,,0.1,False,keyword
257,build,build_quality,,0.4,False,keyword
257,price,price_value,,0.3,False,keyword
257,ui,software,,0.4,False,keyword
258,general,general,,0.2857142857142857,False,fallback
259,general,general,,0.2857142857142857,False,fallback
260,fast,performance,,0.5,False,keyword
260,delivery,delivery,,0.5,False,keyword
261,display,display,,0.4333333333333333,False,keyword
262,ui,software,,0.35714285714285715,False,keyword
263,ui,software,,0.35714285714285715,False,keyword
264,general,general,,-0.5,False,fallback
265,premium,build_quality,,0.5,False,keyword
265,price,price_value,,0.5,False,keyword
266,general,general,,0.0,False,fallback
267,picture,camera,,0.0,False,keyword
267,quality,build_quality,,0.21428571428571427,False,keyword
267,interface,software,,-0.0928571428571429,False,keyword
268,fast,performance,,0.5,False,keyword
268,delivery,delivery,,0.5,False,keyword
269,display,display,,0.4333333333333333,False,keyword
270,screen,display,,0.15,False,keyword
270,quality,build_quality,,-0.425,False,keyword
271,general,general,,-0.06666666666666665,False,fallback
272,quality,build_quality,,-0.4,False,keyword
273,overheat,cooling,,0.075,False,keyword
274,general,general,,0.2857142857142857,False,fallback
275,lens,camera,,0.0,False,keyword
276,lag,performance,,0.0,False,keyword
277,display,display,,0.4333333333333333,False,keyword
278,general,general,,0.0,False,fallback
279,performance,performance,,0.6,False,keyword
279,anc,sound,,1.0,False,keyword
279,cooling,cooling,,1.0,False,keyword
280,power,battery,,0.20833333333333334,False,keyword
281,lens,camera,,0.0,False,keyword
282,noise cancellation,sound,,1.0,False,keyword
283,display,display,,0.5,False,keyword
283,speaker,sound,,-1.0,False,keyword
283,quality,build_quality,,-1.0,False,keyword
283,overheat,cooling,,-1.0,False,keyword
283,design,design,,0.5,False,keyword
284,lens,camera,,0.0,False,keyword
285,lens,camera,,0.0,False,keyword
286,lens,camera,,0.0,False,keyword
287,camera,camera,,0.5,False,keyword
287,quality,build_quality,,0.75,False,keyword
287,hot,cooling,,0.4,False,keyword
288,quality,build_quality,,-0.15,False,keyword
288,packaging,delivery,,0.7,False,keyword
289,ui,software,,0.08,False,keyword
290,quality,build_quality,,-0.15,False,keyword
290,packaging,delivery,,0.7,False,keyword
291,noise cancellation,sound,,1.0,False,keyword
292,display,display,,-0.2,False,keyword
293,quality,build_quality,,-0.4,False,keyword
294,general,general,,0.2523809523809524,False,fallback
295,software,software,,0.7,False,keyword
296,general,general,,-0.06666666666666665,False,fallback
297,performance,performance,,0.27499999999999997,False,keyword
297,anc,sound,,0.27499999999999997,False,keyword
298,sound,sound,,0.4,False,keyword
298,quality,build_quality,,0.4,False,keyword
299,ui,software,,0.0,False,keyword
300,sound,sound,,0.3833333333333333,False,keyword
300,quality,build_quality,,0.3833333333333333,False,keyword
300,worth,price_value,,0.09999999999999999,False,keyword
301,ui,software,,0.35714285714285715,False,keyword
302,ui,software,,0.08,False,keyword
303,lightweight,design,,1.0,False,keyword
304,battery,battery,,0.2,False,keyword
304,camera,camera,,0.2,False,keyword
304,performance,performance,,0.2,False,keyword
304,anc,sound,,0.2,False,keyword
305,design,design,,0.5,False,keyword
306,app,software,,0.1,False,keyword
307,screen,display,,0.15,False,keyword
307,quality,build_quality,,-0.425,False,keyword
308,lens,camera,,0.0,False,keyword
309,design,design,,0.5,False,keyword
310,overheat,cooling,,0.075,False,keyword
311,charging,battery,,-0.30000000000000004,False,keyword
311,speed,performance,,-0.30000000000000004,False,keyword
311,build,build_quality,,0.0,False,keyword
311,app,software,,-0.30000000000000004,False,keyword
311,lightweight,design,,0.0,False,keyword
312,sound,sound,,0.3833333333333333,False,keyword
312,quality,build_quality,,0.3833333333333333,False,keyword
312,worth,price_value,,0.09999999999999999,False,keyword
313,screen,display,,0.09999999999999999,False,keyword
314,display,display,,-0.2,False,keyword
315,noise cancellation,sound,,1.0,False,keyword
316,picture,camera,,0.0,False,keyword
316,quality,build_quality,,0.21428571428571427,False,keyword
316,interface,software,,-0.0928571428571429,False,keyword
317,fast,performance,,0.5,False,keyword
317,delivery,delivery,,0.5,False,keyword
318,display,display,,-0.2,False,keyword
319,general,general,,0.0,False,fallback
320,app,software,,0.1,False,keyword
321,ui,software,,0.0,False,keyword
322,noise cancellation,sound,,1.0,False,keyword
323,quality,build_quality,,0.63,False,keyword
324,display,display,,0.4333333333333333,False,keyword
325,display,display,,-0.2,False,keyword
326,software,software,,0.7,False,keyword
327,general,general,,0.0,False,fallback
328,noise cancellation,sound,,1.0,False,keyword
329,fast,performance,,0.5,False,keyword
329,delivery,delivery,,0.5,False,keyword
330,general,general,,0.2523809523809524,False,fallback
331,performance,performance,,0.6,False,keyword
331,anc,sound,,1.0,False,keyword
331,cooling,cooling,,1.0,False,keyword
332,camera,camera,,0.0,False,keyword
332,value,price_value,,0.0,False,keyword
333,ui,software,,0.22499999999999998,False,keyword
333,cooling,cooling,,0.9,False,keyword
334,performance,performance,,0.27499999999999997,False,keyword
334,anc,sound,,0.27499999999999997,False,keyword
335,performance,performance,,0.6,False,keyword
335,anc,sound,,1.0,False,keyword
335,cooling,cooling,,1.0,False,keyword
336,lightweight,design,,1.0,False,keyword
337,fast,performance,,0.5,False,keyword
337,delivery,delivery,,0.5,False,keyword
338,sound,sound,,0.4,False,keyword
338,quality,build_quality,,0.4,False,keyword
339,general,general,,0.0,False,fallback
340,delivery,delivery,,0.0,False,keyword
341,display,display,,0.5,False,keyword
341,speaker,sound,,-1.0,False,keyword
341,quality,build_quality,,-1.0,False,keyword
341,overheat,cooling,,-1.0,False,keyword
341,design,design,,0.5,False,keyword
342,power,battery,,0.20833333333333334,False,keyword
343,os,software,,0.0,False,keyword
344,service,service,,0.6000000000000001,False,keyword
345,build,build_quality,,0.4,False,keyword
345,price,price_value,,0.3,False,keyword
345,ui,software,,0.4,False,keyword
346,app,software,,0.1,False,keyword
347,battery,battery,,0.35,False,keyword
347,camera,camera,,0.5,False,keyword
347,screen,display,,0.18333333333333335,False,keyword
347,quality,build_quality,,0.18333333333333335,False,keyword
348,ui,software,,0.35714285714285715,False,keyword
349,power,battery,,0.20833333333333334,False,keyword
350,camera,camera,,1.0,False,keyword
350,quality,build_quality,,0.0,False,keyword
350,price,price_value,,1.0,False,keyword
350,app,software,,1.0,False,keyword
350,hot,cooling,,0.0,False,keyword
351,premium,build_quality,,0.5,False,keyword
351,price,price_value,,0.5,False,keyword
352,build,build_quality,,0.0,False,keyword
352,price,price_value,,0.0,False,keyword
352,ui,software,,0.0,False,keyword
353,processor,performance,,0.0,False,keyword
354,noise cancellation,sound,,1.0,False,keyword
355,battery,battery,,0.2,False,keyword
355,camera,camera,,0.2,False,keyword
355,performance,performance,,0.2,False,keyword
355,anc,sound,,0.2,False,keyword
356,general,general,,-0.06666666666666665,False,fallback
357,performance,performance,,0.27499999999999997,False,keyword
357,anc,sound,,0.27499999999999997,False,keyword
358,lag,performance,,0.0,False,keyword
359,noise cancellation,sound,,1.0,False,keyword
360,design,design,,0.5,False,keyword
361,ui,software,,0.0,False,keyword
362,general,general,,0.0,False,fallback
363,general,general,,0.0,False,fallback
364,camera,camera,,0.5,False,keyword
364,quality,build_quality,,0.75,False,keyword
364,hot,cooling,,0.4,False,keyword
365,camera,camera,,0.5,False,keyword
365,quality,build_quality,,0.75,False,keyword
365,hot,cooling,,0.4,False,keyword
366,app,software,,0.1,False,keyword
367,battery,battery,,0.6666666666666667,False,keyword
368,app,software,,0.1,False,keyword
369,price,price_value,,0.25,False,keyword
370,general,general,,-0.4000000000000001,False,fallback
371,general,general,,-0.30000000000000004,False,fallback
372,display,display,,0.5,False,keyword
372,speaker,sound,,-1.0,False,keyword
372,quality,build_quality,,-1.0,False,keyword
372,overheat,cooling,,-1.0,False,keyword
372,design,design,,0.5,False,keyword
373,camera,camera,,0.0,False,keyword
373,value,price_value,,0.0,False,keyword
374,general,general,,-0.4000000000000001,False,fallback
375,build,build_quality,,0.4,False,keyword
375,price,price_value,,0.3,False,keyword
375,ui,software,,0.4,False,keyword
376,noise cancellation,sound,,1.0,False,keyword
377,ui,software,,0.0,False,keyword
378,picture,camera,,0.0,False,keyword
378,quality,build_quality,,0.21428571428571427,False,keyword
378,interface,software,,-0.0928571428571429,False,keyword
379,fast,performance,,0.5,False,keyword
379,delivery,delivery,,0.5,False,keyword
380,sound,sound,,0.3833333333333333,False,keyword
380,quality,build_quality,,0.3833333333333333,False,keyword
380,worth,price_value,,0.09999999999999999,False,keyword
381,performance,performance,,0.27499999999999997,False,keyword
381,anc,sound,,0.27499999999999997,False,keyword
382,durability,build_quality,,1.0,False,keyword
383,quality,build_quality,,0.63,False,keyword
384,build,build_quality,,0.0,False,keyword
384,service,service,,0.5,False,keyword
384,ui,software,,0.0,False,keyword
385,lens,camera,,0.0,False,keyword
386,performance,performance,,0.6,False,keyword
386,anc,sound,,1.0,False,keyword
386,cooling,cooling,,1.0,False,keyword
387,value,price_value,,0.9,False,keyword
388,camera,camera,,0.0,False,keyword
388,value,price_value,,0.0,False,keyword
389,service,service,,0.6000000000000001,False,keyword
390,camera,camera,,0.0,False,keyword
390,value,price_value,,0.0,False,keyword
391,value,price_value,,0.9,False,keyword
392,camera,camera,,1.0,False,keyword
392,quality,build_quality,,0.0,False,keyword
392,price,price_value,,1.0,False,keyword
392,app,software,,1.0,False,keyword
392,hot,cooling,,0.0,False,keyword
393,value,price_value,,0.9,False,keyword
394,fan,cooling,,-0.04999999999999999,False,keyword
395,camera,camera,,0.0,False,keyword
395,value,price_value,,0.0,False,keyword
396,performance,performance,,0.6,False,keyword
396,anc,sound,,1.0,False,keyword
396,cooling,cooling,,1.0,False,keyword
397,camera,camera,,0.5,False,keyword
397,quality,build_quality,,0.75,False,keyword
397,hot,cooling,,0.4,False,keyword
398,power,battery,,0.20833333333333334,False,keyword
399,premium,build_quality,,0.5,False,keyword
399,price,price_value,,0.5,False,keyword
400,battery,battery,,0.0,False,keyword
400,fast,performance,,0.0,False,keyword
401,noise cancellation,sound,,1.0,False,keyword
402,battery,battery,,0.6666666666666667,False,keyword
403,general,general,,0.0,False,fallback
404,fan,cooling,,-0.04999999999999999,False,keyword
405,general,general,,0.2857142857142857,False,fallback
406,display,display,,0.5,False,keyword
406,speaker,sound,,-1.0,False,keyword
406,quality,build_quality,,-1.0,False,keyword
406,overheat,cooling,,-1.0,False,keyword
406,design,design,,0.5,False,keyword
407,lens,camera,,0.0,False,keyword
408,os,software,,0.0,False,keyword
409,general,general,,-1.0,False,fallback
410,delivery,delivery,,0.0,False,keyword
411,general,general,,-0.4000000000000001,False,fallback
412,display,display,,-0.2,False,keyword
413,lag,performance,,0.0,False,keyword
414,sound,sound,,0.4,False,keyword
414,quality,build_quality,,0.4,False,keyword
415,design,design,,0.5,False,keyword
416,value,price_value,,0.9,False,keyword
417,fan,cooling,,-0.04999999999999999,False,keyword
418,overheat,cooling,,0.075,False,keyword
419,camera,camera,,1.0,False,keyword
419,quality,build_quality,,0.0,False,keyword
419,price,price_value,,1.0,False,keyword
419,app,software,,1.0,False,keyword
419,hot,cooling,,0.0,False,keyword
420,ui,software,,0.0,False,keyword
421,lag,performance,,0.0,False,keyword
422,general,general,,0.2523809523809524,False,fallback
423,ui,software,,0.08,False,keyword
424,general,general,,-0.5,False,fallback
425,general,general,,0.0,False,fallback
426,software,software,,0.7,False,keyword
427,screen,display,,0.09999999999999999,False,keyword
428,display,display,,0.4333333333333333,False,keyword
